country,country_code,series,seriescode,measure,period,D1,D2,D3,data, 
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2013AUG ,,,,107.3,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2013SEP ,,,,107.4,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2013NOV ,,,,106.9,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2013OCT ,,,,107.1,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2013JAN ,,,,105.6,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2013DEC ,,,,106.9,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2012DEC ,,,,105.3,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2012JAN ,,,,103.9,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2012OCT ,,,,106.1,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2012NOV ,,,,105.6,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2012SEP ,,,,106.1,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2012AUG ,,,,105.7,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2012JUL ,,,,105.1,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2012MAY ,,,,105.4,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2012JUN ,,,,105.2,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2012APR ,,,,105.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2012FEB ,,,,104.4,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2012MAR ,,,,105.2,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2011MAR ,,,,102.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2011FEB ,,,,101.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2011APR ,,,,103.1,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2011JUN ,,,,103.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2011MAY ,,,,103.6,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2011JUL ,,,,103.6,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2011AUG ,,,,103.9,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2011SEP ,,,,104.1,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2011NOV ,,,,103.7,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2011OCT ,,,,103.8,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2011JAN ,,,,101,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2011DEC ,,,,103.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2010DEC ,,,,100.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2010JAN ,,,,99.4,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2010OCT ,,,,100.3,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2010NOV ,,,,100.3,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2010SEP ,,,,100.2,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2010AUG ,,,,100.1,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2010JUL ,,,,100,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2010MAY ,,,,100.1,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2010JUN ,,,,100,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2010APR ,,,,100,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2010FEB ,,,,99.4,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2010MAR ,,,,99.8,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2009MAR ,,,,97.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2009FEB ,,,,97.3,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2009APR ,,,,97.8,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2009JUN ,,,,98.9,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2009MAY ,,,,98.1,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2009JUL ,,,,98.8,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2009AUG ,,,,99,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2009SEP ,,,,99,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2009NOV ,,,,99.2,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2009OCT ,,,,99.1,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2009JAN ,,,,96.8,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2009DEC ,,,,99,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2008DEC ,,,,96.4,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2008JAN ,,,,96.8,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2008NOV ,,,,97.4,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2008SEP ,,,,100.3,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2008OCT ,,,,99.3,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2008AUG ,,,,100.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2008JUL ,,,,100.9,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2008JUN ,,,,100.3,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2008APR ,,,,98.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2008MAY ,,,,99.3,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2008FEB ,,,,97.1,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2008MAR ,,,,97.9,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2007MAR ,,,,94.2,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2007FEB ,,,,93.3,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2007MAY ,,,,95.4,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2007APR ,,,,94.8,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2007JUN ,,,,95.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2007JUL ,,,,95.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2007AUG ,,,,95.4,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2007OCT ,,,,95.8,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2007SEP ,,,,95.6,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2007NOV ,,,,96.4,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2007JAN ,,,,92.8,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2007DEC ,,,,96.3,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2006DEC ,,,,92.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2006JAN ,,,,90.9,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2006NOV ,,,,92.4,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2006SEP ,,,,93,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2006OCT ,,,,92.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2006AUG ,,,,93.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2006JUL ,,,,93.3,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2006JUN ,,,,93,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2006APR ,,,,92.4,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2006MAY ,,,,92.9,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2006FEB ,,,,91.1,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2006MAR ,,,,91.6,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2005MAR ,,,,88.6,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2005FEB ,,,,88,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2005MAY ,,,,89.2,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2005APR ,,,,89.2,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2005JUN ,,,,89.2,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2005JUL ,,,,89.6,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2005AUG ,,,,90.1,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2005OCT ,,,,91.4,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2005SEP ,,,,91.2,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2005NOV ,,,,90.6,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2005JAN ,,,,87.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2005DEC ,,,,90.3,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2004DEC ,,,,87.3,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2004JAN ,,,,84.9,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2004NOV ,,,,87.6,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2004SEP ,,,,87.1,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2004OCT ,,,,87.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2004AUG ,,,,86.9,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2004JUL ,,,,86.9,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2004JUN ,,,,87,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2004APR ,,,,86.2,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2004MAY ,,,,86.7,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2004FEB ,,,,85.4,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2004MAR ,,,,85.9,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2003MAR ,,,,84.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2003FEB ,,,,84,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2003MAY ,,,,84.2,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2003APR ,,,,84.3,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2003JUN ,,,,84.2,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2003JUL ,,,,84.3,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2003AUG ,,,,84.7,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2003OCT ,,,,84.8,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2003SEP ,,,,84.9,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2003NOV ,,,,84.6,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2003JAN ,,,,83.3,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2003DEC ,,,,84.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2002DEC ,,,,83,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2002JAN ,,,,81.2,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2002NOV ,,,,83.1,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2002OCT ,,,,83.1,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2002AUG ,,,,82.9,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2002SEP ,,,,83,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2002JUL ,,,,82.6,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2002JUN ,,,,82.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2002APR ,,,,82.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2002MAY ,,,,82.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2002FEB ,,,,81.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2002MAR ,,,,82,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2001MAR ,,,,80.8,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2001APR ,,,,81.1,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2001FEB ,,,,80.6,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2001MAY ,,,,81.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2001JUN ,,,,81.6,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2001JUL ,,,,81.4,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2001SEP ,,,,81.8,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2001AUG ,,,,81.4,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2001OCT ,,,,81.5,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2001NOV ,,,,81.4,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2001JAN ,,,,80.3,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2001DEC ,,,,81,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2000DEC ,,,,79.8,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2000JAN ,,,,77.4,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2000NOV ,,,,79.8,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2000OCT ,,,,79.8,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2000AUG ,,,,79.2,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2000SEP ,,,,79.7,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2000JUL ,,,,79.2,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2000JUN ,,,,79.1,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2000MAY ,,,,78.6,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2000FEB ,,,,77.9,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2000APR ,,,,78.6,/989
United States,840,Price indices - Consumer price indices: general (all items),5001,2010=100,      2000MAR ,,,,78.5,/989
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2018FEB ,,,,110.8,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2018MAR ,,,,110.8,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2018APR ,,,,111.3,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2018JAN ,,,,111.1,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2018MAY ,,,,110.9,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2017NOV ,,,,110.5,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2017JAN ,,,,110,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2017DEC ,,,,110.5,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2017AUG ,,,,110.7,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2017SEP ,,,,110.8,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2017OCT ,,,,111,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2017APR ,,,,110.6,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2017MAR ,,,,110.4,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2017FEB ,,,,110.2,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2017JUL ,,,,110.7,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2017MAY ,,,,110.7,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2017JUN ,,,,110.4,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2016JUN ,,,,110.5,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2016MAY ,,,,110.9,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2016JUL ,,,,110.4,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2016FEB ,,,,112.2,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2016MAR ,,,,111.3,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2016APR ,,,,111.5,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2016OCT ,,,,110.3,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2016AUG ,,,,110.3,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2016SEP ,,,,110.3,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2016DEC ,,,,109.6,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2016JAN ,,,,112.1,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2016NOV ,,,,109.8,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2015NOV ,,,,112.2,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2015JAN ,,,,112.6,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2015DEC ,,,,111.8,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2015SEP ,,,,112.8,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2015AUG ,,,,112.5,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2015OCT ,,,,112.9,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2015APR ,,,,111.8,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2015MAR ,,,,111.9,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2015JUL ,,,,112.1,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2015MAY ,,,,111.7,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2015JUN ,,,,111.9,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2015FEB ,,,,112.5,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2014JUL ,,,,111.1,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2014OCT ,,,,112.2,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2014AUG ,,,,111.6,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2014SEP ,,,,111.9,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2014DEC ,,,,112.3,/989/1765
United States,840,Price indices - Consumer price indices: food and non-alcoholic beverages,5002,2010=100,      2014NOV ,,,,111.9,/989/1765
,,,,,,,,,,
 Footnotes ,,,,,,,,,,
941,Including alcoholic beverages.,,,,,,,,,
989,For all urban only.,,,,,,,,,
1765,The indices have been calculated by the Statistics Division of the United Nations from national indices.,,,,,,,,,
